世代,個体No,実値,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
266,24,8.000,80.000,0.18,0.83,0.47,0.65,0.94,0.91,0.54,0.91,0.77,0.63
267,82,1.000,10.000,0.06,0.82,0.35,0.38,0.98,0.45,0.31,0.05,0.13,0.68
268,8,1.000,10.000,0.32,0.80,0.99,0.08,0.56,0.47,0.44,0.27,0.21,0.05
269,82,8.000,80.000,0.20,0.38,0.19,0.64,0.64,0.79,0.34,0.79,0.81,0.90
270,10,4.000,40.000,0.48,0.17,0.11,0.48,0.85,0.46,0.79,0.55,0.49,0.83
271,94,6.000,60.000,0.08,0.75,0.33,0.38,0.69,0.57,0.17,0.99,0.72,0.40
272,73,6.000,60.000,0.33,0.13,0.15,0.59,0.76,1.00,0.99,0.83,0.94,0.35
273,26,8.000,80.000,0.08,0.01,0.50,0.19,0.36,0.95,0.56,0.68,0.94,0.66
274,71,6.000,60.000,0.22,0.98,0.08,0.19,0.77,0.74,0.14,0.79,0.71,0.02
275,27,8.000,80.000,0.15,0.45,0.01,0.38,0.28,0.98,0.45,0.39,0.52,0.79
276,83,8.000,80.000,0.08,0.78,0.30,0.26,0.66,0.90,0.76,0.11,0.75,0.71
277,20,6.000,60.000,0.40,0.05,0.27,0.44,0.51,0.82,0.07,0.20,0.54,0.01
278,56,8.000,80.000,0.12,0.52,0.05,0.61,0.55,0.97,0.55,0.57,0.90,0.98
279,94,3.000,30.000,0.27,0.81,0.67,0.79,0.39,0.37,0.91,0.05,0.52,0.56
280,67,8.000,80.000,0.39,0.86,0.31,0.58,0.37,0.59,0.67,0.16,0.96,0.52
281,32,3.000,30.000,0.41,0.29,0.94,0.15,0.21,0.34,0.92,0.75,0.96,0.96
282,4,8.000,80.000,0.32,0.23,0.50,0.08,0.33,0.93,0.49,0.54,0.52,0.67
283,6,6.000,60.000,0.42,0.40,0.16,0.07,0.10,0.80,0.78,0.17,0.96,0.07
284,95,8.000,80.000,0.18,0.67,0.18,0.81,0.81,0.78,0.59,0.08,0.87,0.81
285,39,3.000,30.000,0.44,0.12,0.06,0.88,0.60,0.58,0.08,0.65,0.02,0.18
286,21,6.000,60.000,0.31,0.42,0.24,0.57,0.59,0.92,0.29,0.71,0.75,0.13
287,93,8.000,80.000,0.26,0.66,0.04,0.20,0.38,0.99,0.90,0.46,0.67,0.84
288,32,4.000,40.000,0.42,0.70,0.17,0.64,0.85,0.46,0.63,0.73,0.67,0.67
289,33,3.000,30.000,0.12,0.51,0.93,0.97,0.43,0.25,0.80,0.56,0.18,0.62
290,14,8.000,80.000,0.16,0.82,0.38,0.65,0.06,0.59,0.42,0.56,0.98,0.62
291,93,8.000,80.000,0.39,0.51,0.25,0.22,0.75,0.72,0.38,1.00,0.73,0.60
292,49,6.000,60.000,0.14,0.58,0.49,0.77,0.01,0.74,0.08,0.58,0.98,0.17
293,27,8.000,80.000,0.12,0.46,0.44,0.43,0.33,0.56,0.49,0.05,0.62,0.83
294,92,4.000,40.000,0.02,0.21,0.28,0.11,0.76,0.25,0.65,0.27,0.45,0.94
295,72,8.000,80.000,0.30,0.73,0.24,0.67,0.61,0.61,0.93,0.33,0.67,0.86
296,12,3.000,30.000,0.13,0.78,0.39,0.15,0.03,0.75,0.75,0.39,0.14,0.63
297,80,8.000,80.000,0.32,0.97,0.04,0.13,0.47,0.68,0.72,0.04,0.63,0.76
298,89,8.000,80.000,0.23,0.86,0.01,0.92,0.14,0.73,0.17,0.42,0.68,0.78
299,55,6.000,60.000,0.40,0.85,0.08,0.09,0.51,0.77,0.20,0.18,0.76,0.35
300,7,3.000,30.000,0.14,0.94,0.10,0.85,0.55,0.67,0.42,0.23,0.12,0.17
301,6,8.000,80.000,0.32,0.79,0.32,0.01,0.26,0.66,0.88,0.51,0.93,0.98
302,99,4.000,40.000,0.17,0.76,0.08,0.62,0.09,0.36,0.81,0.10,0.06,0.70
303,99,8.000,80.000,0.44,0.67,0.01,0.39,0.86,0.98,0.46,0.71,0.79,0.90
304,94,4.000,40.000,0.13,0.30,0.01,0.46,0.70,0.33,0.70,0.64,0.93,0.91
305,32,6.000,60.000,0.07,0.37,0.13,0.67,0.78,0.54,0.40,0.52,0.68,0.35
306,42,4.000,40.000,0.32,0.67,0.18,0.83,0.74,0.40,0.63,0.35,0.56,0.56
307,90,6.000,60.000,0.43,0.30,0.01,0.20,0.58,0.54,0.93,0.02,0.86,0.04
308,69,6.000,60.000,0.03,0.36,0.19,0.94,0.08,0.65,0.03,0.07,0.84,0.17
309,53,3.000,30.000,0.00,0.01,0.47,0.05,0.80,0.55,0.20,0.05,0.45,0.19
310,1,3.000,30.000,0.32,0.78,0.54,0.39,0.50,0.07,0.56,0.47,0.42,0.96
311,70,8.000,80.000,0.02,0.44,0.25,0.60,0.40,0.99,0.49,0.15,0.54,0.87
312,9,4.000,40.000,0.19,0.19,0.41,0.99,0.35,0.05,0.51,0.74,0.33,0.68
313,18,1.000,10.000,0.01,0.06,0.81,0.67,0.13,0.44,0.38,0.08,0.92,0.08
314,35,6.000,60.000,0.25,0.03,0.25,0.72,0.26,0.87,0.61,0.73,0.54,0.29
315,79,6.000,60.000,0.14,0.68,0.43,0.18,0.95,0.73,0.20,0.65,1.00,0.43
316,32,6.000,60.000,0.05,0.80,0.03,0.41,0.26,0.90,0.99,0.45,0.89,0.23
317,36,1.000,10.000,0.32,0.35,0.85,0.01,0.85,0.31,0.45,0.14,0.82,0.89
318,2,8.000,80.000,0.41,0.32,0.18,0.20,0.38,0.70,0.97,0.69,0.79,1.00
319,42,6.000,60.000,0.06,0.92,0.34,0.48,0.81,0.79,0.23,0.99,0.81,0.31
320,60,4.000,40.000,0.11,0.35,0.14,0.97,0.00,0.43,0.96,0.84,0.41,0.52
321,23,6.000,60.000,0.36,0.26,0.09,0.93,0.11,0.94,0.69,0.66,0.83,0.09
322,85,4.000,40.000,0.44,0.25,0.43,0.42,0.44,0.40,0.80,0.39,0.67,0.53
323,48,3.000,30.000,0.25,0.70,0.15,0.09,0.96,0.68,0.39,0.85,0.10,0.79
324,47,8.000,80.000,0.21,0.44,0.19,0.39,0.90,0.57,0.66,0.75,0.68,0.61
325,1,3.000,30.000,0.16,0.43,0.35,0.29,0.01,0.89,0.84,0.99,0.43,0.99
326,67,8.000,80.000,0.25,0.36,0.49,0.48,0.23,0.69,0.16,0.82,0.74,0.87
327,95,4.000,40.000,0.35,0.06,0.41,0.36,0.73,0.30,0.97,0.40,0.04,0.73
328,1,8.000,80.000,0.03,0.11,0.04,0.72,0.59,0.62,0.91,0.81,0.89,0.68
329,98,6.000,60.000,0.09,0.54,0.34,0.96,0.57,0.80,0.67,0.17,0.99,0.14
330,31,8.000,80.000,0.39,0.32,0.35,0.11,0.61,0.71,0.56,0.46,0.93,0.69
331,25,8.000,80.000,0.29,0.15,0.02,0.03,0.25,0.69,0.30,0.60,0.73,0.89
332,5,4.000,40.000,0.44,0.91,0.08,0.83,0.04,0.02,0.99,0.10,0.95,0.99
333,13,8.000,80.000,0.47,0.94,0.03,0.68,0.03,0.72,0.25,0.87,0.64,0.89
334,3,8.000,80.000,0.17,0.83,0.06,0.41,0.44,0.60,0.58,0.26,0.81,0.63
335,40,4.000,40.000,0.27,0.73,0.46,0.32,0.90,0.13,0.63,0.05,0.61,0.83
336,53,8.000,80.000,0.37,0.37,0.16,0.49,0.44,0.87,0.26,0.80,0.89,0.73
337,66,6.000,60.000,0.30,0.39,0.42,0.55,0.60,0.72,0.69,0.32,0.59,0.46
338,68,8.000,80.000,0.34,0.78,0.20,0.35,0.69,0.52,0.23,0.13,0.54,0.68
339,81,8.000,80.000,0.49,0.91,0.29,0.03,0.22,0.92,0.24,0.46,0.80,0.79
340,15,8.000,80.000,0.29,0.13,0.26,0.39,0.46,0.80,0.62,0.48,0.85,0.53
341,93,4.000,40.000,0.12,0.14,0.22,0.05,0.54,0.19,0.78,0.09,0.70,0.70
342,4,8.000,80.000,0.17,0.89,0.28,0.62,0.89,0.60,0.20,0.64,0.77,0.54
343,5,8.000,80.000,0.47,0.30,0.46,0.38,0.38,0.66,0.92,0.66,0.63,0.68
344,69,8.000,80.000,0.48,0.84,0.23,0.24,0.24,0.55,0.13,0.11,0.70,0.75
345,98,8.000,80.000,0.44,0.93,0.46,0.06,0.27,0.99,0.63,0.59,0.60,0.91
346,65,6.000,60.000,0.28,0.43,0.30,0.32,0.99,0.83,0.75,0.19,0.96,0.21
347,16,6.000,60.000,0.04,0.37,0.34,0.97,0.29,0.72,0.87,0.34,0.54,0.42
348,92,6.000,60.000,0.29,0.39,0.09,0.77,0.82,0.86,0.50,0.92,0.56,0.22
349,61,6.000,60.000,0.13,0.45,0.09,0.86,0.87,0.86,0.10,0.59,0.78,0.08
350,80,1.000,10.000,0.95,0.65,0.46,0.62,0.39,0.61,0.06,0.96,0.38,0.53
351,34,4.000,40.000,0.19,0.69,0.40,0.28,0.49,0.06,0.93,0.90,0.67,0.72
352,37,3.000,30.000,0.44,0.24,0.54,0.76,0.80,0.26,0.69,0.30,0.79,0.76
353,95,1.000,10.000,0.78,0.88,0.08,0.52,0.76,0.66,0.72,0.84,0.65,0.48
354,9,3.000,30.000,0.44,0.24,0.00,0.53,0.09,0.51,0.99,0.05,0.42,0.43
355,75,3.000,30.000,0.19,0.15,0.17,0.40,0.00,0.81,0.66,0.32,0.23,0.19
356,27,1.000,10.000,0.48,0.62,0.24,0.66,0.11,0.42,0.04,0.08,0.19,0.02
357,1,3.000,30.000,0.42,0.47,0.27,0.27,0.99,1.00,0.54,0.25,0.40,0.99
358,93,8.000,80.000,0.19,0.36,0.39,0.21,0.57,0.90,0.65,0.11,0.96,0.74
359,35,3.000,30.000,0.44,0.74,0.08,0.88,0.91,0.94,0.64,0.15,0.21,0.05
360,17,1.000,10.000,0.76,0.88,0.25,0.75,0.18,0.71,0.49,0.14,0.45,0.60
361,7,3.000,30.000,0.15,0.59,0.82,0.39,0.35,0.24,0.58,0.45,0.48,0.87
362,85,3.000,30.000,0.48,0.42,0.20,0.89,0.53,0.59,0.20,0.30,0.44,0.55
363,10,6.000,60.000,0.37,0.11,0.40,0.79,0.93,0.90,0.32,0.99,0.75,0.18
364,77,4.000,40.000,0.23,0.46,0.07,0.69,0.79,0.27,0.62,0.58,0.42,0.78
365,4,1.000,10.000,0.13,0.34,0.97,0.11,0.22,0.17,0.31,0.49,0.12,0.53
366,4,3.000,30.000,0.25,0.35,0.25,0.76,0.78,0.70,0.49,0.46,0.32,0.59
367,75,8.000,80.000,0.29,0.44,0.32,0.06,0.81,0.80,0.97,0.87,0.51,0.67
368,26,8.000,80.000,0.08,0.53,0.46,0.43,0.83,0.83,0.70,0.20,0.84,0.64
369,83,3.000,30.000,0.05,0.50,0.03,0.47,0.54,0.67,0.18,0.18,0.08,0.30
370,50,8.000,80.000,0.16,0.54,0.36,0.03,0.84,0.98,0.34,0.67,0.68,0.90
371,19,6.000,60.000,0.04,0.52,0.14,0.15,0.98,0.76,0.33,0.45,0.74,0.07
372,93,8.000,80.000,0.37,0.71,0.03,0.13,0.83,0.53,0.93,0.54,0.64,0.65
373,53,3.000,30.000,0.31,0.10,0.86,0.22,0.09,0.08,0.63,0.95,0.96,0.61
374,8,8.000,80.000,0.28,0.05,0.33,0.44,0.16,0.74,0.14,0.69,0.74,0.57
375,30,8.000,80.000,0.23,0.61,0.22,0.08,0.17,0.52,0.35,0.59,0.71,0.56
376,68,8.000,80.000,0.15,0.48,0.42,0.27,0.82,0.63,0.66,0.85,0.54,0.68
377,5,1.000,10.000,0.94,0.89,0.34,0.67,0.54,0.69,0.07,0.48,0.45,0.60
378,50,1.000,10.000,0.63,0.73,0.21,0.21,0.64,0.67,0.93,0.23,0.59,0.45
379,20,6.000,60.000,0.47,0.22,0.27,0.14,0.54,0.80,0.40,0.01,0.91,0.07
380,5,8.000,80.000,0.06,0.84,0.24,0.35,0.23,0.54,0.91,0.98,0.87,0.60
381,34,8.000,80.000,0.14,0.46,0.01,0.90,0.13,0.95,0.94,0.09,0.50,0.83
382,16,6.000,60.000,0.21,0.30,0.34,0.10,0.41,0.95,0.17,0.35,0.84,0.31
383,90,4.000,40.000,0.34,0.17,0.44,0.73,0.57,0.33,0.60,0.71,0.74,0.50
384,86,6.000,60.000,0.03,0.09,0.40,0.44,0.64,0.65,0.25,0.52,0.87,0.01
385,41,8.000,80.000,0.41,0.38,0.35,0.54,0.71,0.89,0.33,0.15,0.61,0.92
386,8,8.000,80.000,0.04,0.28,0.27,0.73,0.02,0.89,0.56,0.44,0.66,0.70
387,38,3.000,30.000,0.34,0.23,0.48,0.98,0.21,0.73,0.22,0.29,0.07,0.66
388,83,8.000,80.000,0.11,0.16,0.25,0.76,0.93,0.69,0.26,0.55,0.97,0.82
389,12,6.000,60.000,0.30,0.73,0.07,0.91,0.01,0.73,0.66,0.84,0.58,0.35
390,66,8.000,80.000,0.06,0.92,0.41,0.49,0.83,0.93,0.97,0.40,1.00,0.89
391,42,3.000,30.000,0.17,0.32,0.39,0.84,0.19,0.71,0.32,0.46,0.37,0.48
392,62,8.000,80.000,0.29,0.78,0.44,0.00,0.07,0.96,0.53,0.48,0.87,0.94
393,49,3.000,30.000,0.10,0.38,0.12,0.46,0.72,0.86,0.64,0.75,0.27,0.90
394,41,8.000,80.000,0.17,0.41,0.38,0.74,0.58,0.74,0.86,0.84,0.82,0.65
395,81,3.000,30.000,0.24,0.78,0.19,0.13,0.57,0.94,1.00,0.22,0.01,0.58
396,2,6.000,60.000,0.34,0.74,0.10,0.39,0.89,0.87,0.05,0.05,0.87,0.23
397,12,8.000,80.000,0.41,0.56,0.01,0.58,0.45,0.68,0.40,0.62,0.57,0.96
398,38,6.000,60.000,0.41,0.12,0.05,0.98,0.79,0.72,0.72,0.07,0.80,0.12
399,49,4.000,40.000,0.11,0.80,0.46,0.76,0.95,0.04,0.76,0.69,0.38,0.65
400,75,4.000,40.000,0.34,0.81,0.09,0.36,0.40,0.34,0.98,0.04,0.45,0.84
401,59,8.000,80.000,0.14,0.29,0.26,0.10,0.36,0.72,0.67,0.24,0.60,0.76
402,20,8.000,80.000,0.48,0.50,0.37,0.59,0.68,0.90,0.81,0.31,0.86,0.85
403,86,8.000,80.000,0.20,0.20,0.14,0.52,0.77,0.64,0.55,0.06,0.56,0.86
404,86,0.000,0.000,0.44,0.19,0.62,0.91,0.34,0.83,0.06,0.21,0.02,0.69
405,6,4.000,40.000,0.33,0.38,0.18,0.78,0.25,0.46,0.85,0.87,0.35,0.84
406,18,6.000,60.000,0.17,0.23,0.07,0.83,0.95,0.71,0.44,0.48,0.50,0.01
407,59,8.000,80.000,0.28,1.00,0.22,0.34,0.21,0.84,0.27,0.25,0.73,0.98
408,69,8.000,80.000,0.16,0.13,0.10,0.21,0.37,0.71,0.08,0.08,0.69,0.80
409,57,3.000,30.000,0.13,0.40,0.78,0.65,0.66,0.07,0.89,0.73,0.55,0.89
410,1,6.000,60.000,0.30,0.04,0.04,0.62,0.95,0.54,0.33,0.19,0.82,0.17
411,11,6.000,60.000,0.39,0.73,0.40,0.86,0.19,0.53,0.04,0.37,0.54,0.44
412,83,4.000,40.000,0.17,0.96,0.40,0.27,0.03,0.19,0.94,0.33,0.15,0.85
413,82,4.000,40.000,0.04,0.29,0.02,0.31,0.48,0.08,0.92,0.16,0.65,0.71
414,44,6.000,60.000,0.34,0.02,0.29,0.49,0.27,0.86,0.70,0.33,0.99,0.36
415,60,6.000,60.000,0.10,0.95,0.49,0.73,0.07,0.55,0.52,0.19,0.82,0.42
416,15,6.000,60.000,0.03,0.12,0.00,0.64,0.30,0.83,0.61,0.91,0.63,0.08
417,52,8.000,80.000,0.18,0.84,0.03,0.91,0.47,0.99,0.54,0.14,0.56,0.84
418,76,6.000,60.000,0.43,0.75,0.31,0.58,0.16,0.99,0.40,0.63,0.54,0.26
419,8,8.000,80.000,0.14,0.94,0.49,0.01,0.77,0.72,0.51,0.21,0.54,0.93
420,92,3.000,30.000,0.43,0.25,0.93,0.30,0.09,0.10,0.89,0.10,0.38,0.53
421,21,8.000,80.000,0.32,0.64,0.48,0.58,0.34,0.92,0.26,0.17,0.51,0.79
422,83,8.000,80.000,0.32,0.34,0.48,0.14,0.30,0.59,0.00,0.00,0.79,0.96
423,41,6.000,60.000,0.14,0.47,0.11,0.07,0.48,0.68,0.12,0.90,0.99,0.45
424,4,8.000,80.000,0.33,0.64,0.02,0.24,0.95,0.53,0.43,0.85,0.89,0.71
425,12,8.000,80.000,0.20,0.87,0.21,0.70,0.79,0.82,0.39,0.74,0.68,0.80
426,37,6.000,60.000,0.01,0.26,0.11,0.71,0.72,0.89,0.15,0.72,0.95,0.33
427,64,8.000,80.000,0.31,0.02,0.04,0.62,0.85,0.78,0.89,0.57,0.63,0.83
428,26,6.000,60.000,0.45,0.42,0.25,0.34,0.13,0.93,0.66,0.56,0.52,0.27
429,2,3.000,30.000,0.07,0.86,0.63,0.25,0.55,0.32,0.50,0.07,0.53,0.55
430,5,3.000,30.000,0.22,0.08,0.22,0.25,0.07,0.96,0.02,0.24,0.15,0.30
431,5,8.000,80.000,0.35,0.46,0.22,0.90,0.56,0.75,0.62,0.84,0.79,0.91
432,94,6.000,60.000,0.29,0.17,0.27,0.19,0.51,0.81,0.86,0.00,0.82,0.11
433,75,3.000,30.000,0.41,0.26,0.90,0.19,1.00,0.23,0.85,0.04,0.84,0.69
434,67,8.000,80.000,0.38,0.46,0.03,0.58,0.75,0.79,0.74,0.37,0.53,0.50
435,9,3.000,30.000,0.27,0.27,0.45,0.65,0.42,0.89,0.32,0.22,0.15,0.83
436,23,4.000,40.000,0.07,0.80,0.50,0.12,0.49,0.39,0.61,0.64,0.46,0.51
437,95,8.000,80.000,0.08,0.09,0.33,0.39,0.25,0.92,0.11,0.63,0.70,0.69
438,90,6.000,60.000,0.02,0.74,0.46,0.45,0.35,0.74,0.19,0.03,0.78,0.39
439,27,3.000,30.000,0.14,0.53,0.37,0.47,0.25,0.79,0.88,0.59,0.04,0.46
440,69,6.000,60.000,0.50,0.05,0.48,0.36,0.24,0.60,0.14,0.54,0.57,0.36
441,84,8.000,80.000,0.16,0.12,0.33,0.77,0.38,0.92,1.00,0.90,0.51,0.88
442,55,8.000,80.000,0.04,0.24,0.41,0.58,0.34,0.88,0.83,0.04,0.59,0.56
443,55,1.000,10.000,0.08,0.89,0.23,0.28,0.54,0.45,0.46,0.20,0.61,0.43
444,22,3.000,30.000,0.19,0.38,0.00,0.90,0.40,0.66,0.87,0.32,0.42,0.67
445,2,3.000,30.000,0.28,0.43,0.42,0.84,0.61,0.95,0.55,0.63,0.17,0.88
446,23,3.000,30.000,0.45,0.37,0.24,0.85,0.42,0.99,0.69,0.40,0.29,0.34
447,40,8.000,80.000,0.23,0.79,0.49,0.92,0.23,0.89,0.01,0.89,0.82,0.71
448,24,8.000,80.000,0.31,0.01,0.33,0.08,0.69,0.98,0.41,0.03,0.62,0.61
449,37,8.000,80.000,0.23,0.71,0.13,0.47,0.47,0.78,0.82,0.81,0.77,0.99
450,69,6.000,60.000,0.01,0.37,0.46,0.03,0.99,0.84,0.29,0.23,0.53,0.50
451,5,8.000,80.000,0.10,0.30,0.23,0.80,0.33,0.91,0.44,0.36,0.99,0.95
452,29,8.000,80.000,0.48,0.10,0.07,0.01,0.91,0.79,0.51,0.06,0.52,0.94
453,31,3.000,30.000,0.19,0.53,0.34,0.24,0.23,0.61,0.57,0.22,0.24,0.58
454,82,8.000,80.000,0.13,0.35,0.05,0.26,0.87,0.91,0.43,0.13,0.69,0.62
455,69,6.000,60.000,0.40,0.19,0.39,0.83,0.09,0.98,0.23,0.57,0.53,0.05
456,65,8.000,80.000,0.24,0.10,0.44,0.96,0.97,0.67,0.86,0.19,0.50,0.85
457,7,4.000,40.000,0.33,0.29,0.14,0.97,0.42,0.32,0.90,0.97,0.47,0.66
458,74,4.000,40.000,0.42,0.41,0.10,0.25,0.42,0.13,0.51,0.96,0.91,0.66
459,3,8.000,80.000,0.32,0.58,0.33,0.34,0.94,0.92,0.87,0.91,0.52,0.82
460,43,8.000,80.000,0.25,0.01,0.28,0.74,0.03,0.72,0.65,0.99,0.58,0.84
461,81,8.000,80.000,0.48,0.88,0.22,0.54,0.49,0.88,0.56,0.35,0.96,0.78
462,10,6.000,60.000,0.47,0.77,0.09,0.42,0.78,0.53,0.58,0.85,0.79,0.27
463,46,6.000,60.000,0.03,0.84,0.39,0.41,0.79,0.73,0.23,0.19,0.77,0.26
464,66,3.000,30.000,0.34,0.99,0.19,0.45,0.12,0.69,0.43,0.40,0.14,0.62
465,31,8.000,80.000,0.13,0.86,0.35,0.13,0.82,0.72,0.14,0.28,0.54,0.52
466,78,6.000,60.000,0.11,0.89,0.45,0.40,0.61,0.63,0.55,0.59,0.63,0.32
467,20,3.000,30.000,0.37,0.26,0.89,0.77,0.40,0.39,0.52,0.72,0.22,0.79
468,90,6.000,60.000,0.28,0.78,0.08,0.52,0.70,0.81,0.31,0.38,0.78,0.35
469,69,3.000,30.000,0.11,0.71,0.41,0.34,0.52,0.70,0.71,0.61,0.04,0.44
470,87,8.000,80.000,0.00,0.21,0.34,0.21,0.56,0.59,0.72,0.40,0.74,0.61
471,44,3.000,30.000,0.17,0.74,0.49,0.02,0.37,0.89,0.68,0.19,0.43,0.84
472,1,3.000,30.000,0.14,0.54,0.68,0.19,0.39,0.37,0.71,0.06,0.31,0.98
473,66,3.000,30.000,0.24,0.74,0.28,0.17,0.24,0.67,0.44,0.63,0.03,0.90
474,47,8.000,80.000,0.03,0.72,0.39,0.49,0.86,0.96,0.30,0.08,0.57,0.70
475,43,3.000,30.000,0.05,0.62,0.28,0.05,0.85,0.69,0.85,0.32,0.33,0.11
476,30,3.000,30.000,0.24,0.79,0.39,0.19,0.53,0.76,0.48,0.63,0.33,0.03
477,55,6.000,60.000,0.07,0.60,0.40,0.31,0.56,0.63,0.34,0.02,0.56,0.33
478,70,1.000,10.000,0.31,0.95,0.96,0.30,0.87,0.45,0.16,0.06,0.91,0.64
479,71,8.000,80.000,0.47,1.00,0.47,0.38,0.80,0.92,0.45,0.34,0.68,0.76
480,23,3.000,30.000,0.38,0.61,0.35,0.35,0.78,0.70,0.12,0.56,0.30,0.01
481,64,3.000,30.000,0.30,0.10,0.02,0.41,0.23,0.77,0.59,0.65,0.30,0.52
482,63,4.000,40.000,0.27,0.12,0.14,0.14,0.44,0.12,0.65,0.48,0.96,0.96
483,4,1.000,10.000,0.45,0.13,0.22,0.63,0.41,0.09,0.39,0.17,0.95,0.07
484,50,3.000,30.000,0.31,0.06,0.30,0.55,0.11,0.64,0.89,0.65,0.23,0.51
485,4,4.000,40.000,0.18,0.87,0.06,0.23,0.87,0.06,0.99,0.81,0.42,0.74
486,48,6.000,60.000,0.07,0.14,0.28,0.16,0.68,0.66,0.57,0.56,0.99,0.23
487,74,8.000,80.000,0.14,0.86,0.41,0.79,0.01,0.50,0.16,0.50,0.61,0.52
488,99,6.000,60.000,0.30,0.41,0.12,0.63,0.60,0.63,0.99,0.66,0.98,0.16
489,55,3.000,30.000,0.05,0.67,0.99,0.38,0.31,0.29,0.72,0.68,0.76,0.99
490,1,6.000,60.000,0.11,0.27,0.25,0.27,0.83,0.99,0.84,0.83,0.96,0.12
491,51,8.000,80.000,0.12,0.28,0.03,0.10,0.35,1.00,0.48,0.77,0.75,0.81
492,15,8.000,80.000,0.35,0.47,0.23,0.62,0.80,0.66,0.64,0.58,0.90,0.75
493,96,3.000,30.000,0.18,0.56,0.86,0.07,0.50,0.05,0.58,0.54,0.61,0.90
494,31,3.000,30.000,0.01,0.18,0.30,0.06,0.68,0.85,0.53,0.18,0.03,0.19
495,50,6.000,60.000,0.22,0.64,0.41,0.38,0.21,0.62,0.27,0.68,0.56,0.25
496,38,8.000,80.000,0.02,0.90,0.43,0.98,0.65,0.60,0.60,0.35,0.87,0.94
497,58,8.000,80.000,0.04,0.75,0.30,0.33,0.86,0.86,0.65,0.15,0.77,0.84
498,18,6.000,60.000,0.35,0.78,0.38,0.13,0.30,0.89,0.78,0.92,0.53,0.48
499,43,8.000,80.000,0.30,0.98,0.07,0.02,0.27,0.71,0.38,0.22,0.58,0.91
500,58,4.000,40.000,0.28,0.62,0.37,0.12,0.86,0.18,0.94,0.49,0.96,0.66
501,19,8.000,80.000,0.34,0.09,0.00,0.64,0.25,0.70,0.38,0.79,0.52,0.98
502,88,6.000,60.000,0.10,0.14,0.06,0.05,0.17,0.66,0.24,0.98,0.66,0.01
503,2,1.000,10.000,0.88,0.86,0.45,0.94,0.29,0.96,0.54,0.22,0.96,0.59
504,61,3.000,30.000,0.30,0.32,0.19,0.92,0.12,0.65,0.43,0.17,0.34,0.57
505,97,6.000,60.000,0.15,0.19,0.43,0.58,0.63,0.80,0.93,0.58,0.85,0.31
506,77,6.000,60.000,0.11,0.05,0.21,0.80,0.93,0.80,0.29,0.77,0.82,0.47
507,64,4.000,40.000,0.45,0.53,0.23,0.88,0.85,0.12,0.57,0.57,0.13,0.88
508,1,3.000,30.000,0.47,0.73,1.00,0.75,0.72,0.38,0.94,0.75,0.32,0.61
509,59,8.000,80.000,0.41,0.08,0.06,0.77,0.63,0.51,0.97,0.69,0.72,0.91
510,34,8.000,80.000,0.35,0.11,0.33,0.66,0.19,0.53,0.73,0.96,0.77,0.87
511,62,8.000,80.000,0.15,0.02,0.47,0.08,0.39,0.52,0.88,0.49,0.83,0.95
512,7,8.000,80.000,0.20,0.68,0.37,0.10,0.83,0.51,0.39,0.02,0.83,0.98
513,6,1.000,10.000,0.48,0.34,0.46,0.15,0.81,0.18,0.09,0.22,0.54,0.92
514,40,8.000,80.000,0.47,0.39,0.26,0.13,0.65,0.90,0.56,0.96,0.91,0.69
515,49,8.000,80.000,0.46,0.03,0.07,0.09,0.57,0.73,0.04,0.68,0.63,0.55
516,15,1.000,10.000,0.71,0.52,0.25,0.51,0.54,0.75,0.42,0.68,0.65,0.89
517,52,6.000,60.000,0.29,0.19,0.13,0.58,0.57,0.67,0.15,0.62,0.68,0.19
518,16,8.000,80.000,0.05,0.10,0.48,0.83,0.36,0.54,0.82,0.63,0.96,0.91
519,51,8.000,80.000,0.46,0.30,0.44,0.39,0.69,0.65,0.47,0.89,0.84,0.72
520,18,3.000,30.000,0.43,0.47,0.81,0.73,0.75,0.11,0.63,0.99,0.54,0.69
521,1,4.000,40.000,0.13,0.48,0.25,0.07,0.52,0.04,0.55,0.79,0.43,0.67
522,11,4.000,40.000,0.44,0.78,0.13,0.10,0.47,0.27,0.71,0.59,0.04,0.69
523,68,4.000,40.000,0.46,0.72,0.46,0.26,0.27,0.26,0.51,0.43,0.29,0.84
524,1,6.000,60.000,0.26,0.40,0.07,0.36,0.14,0.98,0.74,0.48,0.80,0.08
525,86,6.000,60.000,0.15,0.50,0.10,0.63,0.03,0.99,0.96,0.77,0.80,0.15
526,73,6.000,60.000,0.44,0.07,0.36,0.84,0.68,0.72,0.41,0.33,0.93,0.16
527,13,4.000,40.000,0.25,0.05,0.26,0.80,0.39,0.46,0.59,0.39,0.98,0.86
528,84,6.000,60.000,0.15,0.63,0.31,0.42,0.84,0.65,0.73,0.52,0.63,0.49
529,36,4.000,40.000,0.01,0.15,0.40,0.05,0.30,0.04,0.96,0.82,0.53,0.98
530,37,4.000,40.000,0.33,0.97,0.40,1.00,0.33,0.47,0.87,0.72,0.61,0.73
531,91,8.000,80.000,0.22,0.18,0.06,0.04,0.32,0.55,0.94,0.23,0.91,0.57
532,41,8.000,80.000,0.14,0.20,0.35,0.58,0.27,0.61,0.57,0.91,0.97,0.56
533,24,8.000,80.000,0.17,0.03,0.05,0.75,0.27,0.99,0.46,0.16,0.85,0.75
